,Job Name,Company Name,City Name,Payment Rate,Begin Date,End Date,Telephone,Email,Web,Full Time,Workers Needed,Job Duties,Experience Required,Experience Months,Special Requirements,Hours Per Week,Schedule
251,General Farmworker ,"Doug Hartley Farms, Inc. ","Paul, ID",$14.68 per hour,9/1/2022,11/5/2022,,H-2AJobs@snakeriverfarmers.org,     https://idahoworks.gov/job_seeker ,Yes,1,"Worker will be required to perform a variety of duties related to the production of sugar beets, wheat and malt barley. The majority of the work activities during the overall contract period, however, will be related to general farm work/irrigation/crop production.
General Farm Work will include the following responsibilities: maintain, drive, attach, and operate farm implements/tractors/equipment to till soil, plant, cultivate, fertilize, and harvest crops; make minor mechanical adjustments and repairs on farm machinery; remove undesirable and excess growth from crops or farm grounds; remove rocks from field; paint/repair/maintain farm structures; perform general cleanup of farm areas; drive, load/unload trucks; transport crops to market; operate vehicle, motor bike, or all-terrain vehicle in the course of performing duties. 
Irrigation duties will include the following:
Hand lines: connect pipes; check alignment of pipe and adjust for proper water distribution; attach lines to water supply; turn on pump; turn valves to start flow of water; disassemble lines and carry pipes across fields at specified intervals; move pipes through freshly irrigated crops and/or plowed fields where mud may be deep at times; lift and carry pipe sections weighing approximately 40 pounds on a sustained basis. 
Wheel lines: start gasoline engines and operate controls to move lines across fields at specified intervals. 
Pivots: operate, maintain and repair system.
Other Irrigation Duties: remove pipes/wheel lines from storage and lay out/place in predetermined patterns in fields; lubricate, adjust, repair, and replace parts such as sprinkler heads and drive chains using hand tools; observe revolving sprinklers and adjust to ensure proper operation and uniform distribution of water; disassemble, service, and store pipes/mainlines/wheel lines after irrigation season. 
To meet minimum acceptable performance standards when irrigating, the worker must, after a 10-day conditioning period, move an average of at least 48 40-foot sections of 3-inch pipe or 44 40-foot sections of 4-inch pipe per hour under normal working conditions. 
",No,,"Applicants must have 20 days experience with farm/irrigation work. Applicants hired must be able to obtain a valid drivers license as driving on public roads may be required. To meet minimum acceptable performance standards when irrigating, the worker must, after a 10 day conditioning period, move an average of at least 48 40-foot sections of 3-inch pipe or 44 40-foot sections of 4-inch pipe per hour under normal working conditions.  ",42,9:00 A.M. - 5:00 P.M.
252,Agricultural Equipment Operator,Chiefs Pumping Service LLC,"Hazel Green, WI",$16.00 per hour,9/1/2022,12/31/2022,,referrals@maslabor.com,www.jobcenterofwisconsin.com/,Yes,8,"Crops/Commodities: 
Manure application, corn and silage. 
Fertilize crops by applying manure in field. Operate towed machines including, but not limited to, manure tanks, dragline application toolbars, hose reel carts and hose hustlers. Drive tractors/trucks and operate heavy farm equipment to apply manure to fields. Agitate and transfer manure into lagoons or pits.  Lay hose from farm to dragline in field in safe and efficient manner via tractors and hose reel carts.  Monitor high pressure hose and pump engines while transferring manure from farm to dragline.  Hook up tank trailers to holding tank. Utilize excavation equipment to close lagoons. Clean/sanitize equipment. Operate grain carts to take corn and silage from the field to storage on the farm.

Mow, cut, and weed fields. Prepare and/or clear land for planting using mechanized or hand equipment to remove trash, rocks, or other debris or material that may interfere with planting or harvesting activities.  Level land by moving dirt and other materials. Equipment may include tractors, dozers, planters, mowers, plows, sprayers, cultivators, power shears, chainsaws, bobcats, skid loaders, high lifts, and trucks or other vehicles. 

Manipulate controls to set, activate, and adjust mechanisms on machinery. Adjust speeds of cutters, blowers, and conveyors and height of cutting head. Clean, adjust, repair, and perform routine service on equipment (e.g., lubricating grease points, inspecting and maintaining fluid levels, checking belt and conveyor tensions, and maintaining tires, wheels, bearings, belts, and other wear parts). Repair or replace defective parts. Attach farm implements (e.g., plows, harrows, discs, sprayers) using hand tools. May assist with other general farm maintenance or repairs.

Install/maintain irrigation systems and water lines. Move and install irrigation pipes and equipment. Dig and maintain ditches.  Install and remove levee gates.  

Apply pesticides, herbicides, fungicides, and other crop protectants. Apply fertilizers, plant growth chemicals, conditioners, and other plant related treatments at the correct times depending on plant type, growth, climate and crop conditions.

Workers must operate all equipment properly and in a manner that protects operator, others, the employer's products and property.  Failure to comply with safety requirements and operating instructions may result in disciplinary action up to and including immediate termination.

Must wear assigned personal protective equipment when required. Must report for work daily wearing work clothing and boots or other durable foot wear. Workers wearing clothing inappropriate for work will not be permitted to start work.

Outdoor work required when plants are wet, or during light rain, snow, moderate winds, direct sun, high humidity and extreme temperatures.  Temperatures in fields during working hours may vary. Workers may be required to work during occasional showers not severe enough to stop field operations. Allergies to ragweed, goldenrod, honey bees, insecticides, herbicides, fungicides, or related chemicals may affect a worker's ability to perform the job. Work is done outdoors for long periods of time and requires prolonged periods of standing and/or walking, repetitive movements, and frequent bending and/or stooping. Workers must be able to handle, lift, and carry heavy or bulky objects (product, containers) in accordance with the specified lifting requirements. 

Employer-paid post-hire random drug testing required.
  
Supervisor(s) will provide instructions and directions to workers.  Workers must be able to comprehend and follow instructions and communicate effectively to supervisors.  Unusual, complex or non-routine activities will be supervised.  Workers expected to perform basic duties in a proficient manner without close supervision. 
Employer attests that it has sent (or will promptly send) original surety bond to CNPC.",Yes,3,This job requires a minimum of 3 months of  agricultural experience handling tasks including operating agricultural equipment. Applicants must be able to furnish verbal or written statement establishing relevant prior work experience. Saturday work required. Must be able to lift/carry 60 lbs. Employer-paid post-hire drug testing required.,60,7:00 A.M. - 5:30 P.M.
253,General Farm/irrigation Worker,Astorquia Ranch,"Gooding, ID",$14.68 per hour,9/1/2022,11/1/2022,,H-2AJobs@snakeriverfarmers.org,https://idahoworks.gov/job_seeker,Yes,1,"Worker will be required to perform a variety of duties related to the production of corn, wheat, and alfalfa. The majority of the work activities during the overall contract period, however, will be related to general farm work/irrigation/crop production.
General Farm Work will include the following responsibilities: maintain, drive, attach and operate farm implements/tractors/equipment to till soil, plant, cultivate, fertilize and harvest crops; make minor mechanical adjustments and repairs on farm machinery; may mix and/or spray chemicals (according to appropriate restrictive use laws, when/if applicable); remove undesirable and excess growth from crops or farm grounds; remove rocks from field; paint farm structures; replace/repair fencing; perform general cleanup of farm areas; drive, load/unload trucks; husk/shell/de-tassel corn; operate motor bike or all-terrain vehicle in the course of performing duties. 
Irrigation duties will include the following: 
Hand lines: connect pipes; check alignment of pipe and adjust for proper water distribution; attach lines to water supply; turn on pump; turn valves to start flow of water; disassemble lines and carry pipes across fields at specified intervals; move pipes through freshly irrigated crops and/or plowed fields where mud may be deep at times; lift and carry pipe sections weighing approximately 40 pounds on a sustained basis. 
Wheel lines: start gasoline engines and operate controls to move lines across fields at specified intervals. 
Pivots: push on switch that activates circle sprinkler system. 
Flood Irrigation: lift gate in side of flooded irrigation ditch/pipe permitting water to flow into bordered section of field; shovel and pack dirt in low spots of embankment or cut trenches in high areas to direct water flow; close gate in ditch/pipe when bordered section is flooded; open gate or connect pipe to underground pipe system that releases water flow into reservoir or ditch; 
siphon water from flooded reservoir or ditch to channel water into designated areas; shovel or hoe soil to clear ditches/furrows and build embankments to appropriately channel water; mix and apply proper solutions to fill holes/cracks in pipes, ditches, and spillways, and make minor repairs to metal, concrete, and wooden frameworks in pipe and ditch valves and gates. 
Other Irrigation Duties: remove pipes/wheel lines from storage and lay out/place in predetermined patterns in fields; lubricate, adjust, repair and replace parts such as sprinkler heads and drive chains using hand tools; observe revolving sprinklers and adjust to ensure proper operation and uniform distribution of water; disassemble, service and store pipes/mainlines/wheel lines after irrigation season.",No,,"Applicants must have 20 days experience with farm/irrigation work.  Applicants hired must be able to obtain a valid drivers license as driving on public roads may be required. To meet minimum acceptable performance standards when irrigating, the worker must, after a 10-day conditioning period, move an average of at least 48 40-foot sections of 3-inch pipe or 44 40-foot sections of 4-inch pipe per hour under normal working conditions.",54,8:00 A.M. - 6:00 P.M.
254,Horticultural Specialist - Flower Bulb Production,"Holland Greenhouses, Inc.","Monroe Township, NJ",$15.54 per hour,9/1/2022,6/30/2023,+16094489222,amanda@hollandgreenhousesinc.com,,Yes,1,"Manage the care, growing and production processes of various specialty bulb crops grown by Holland Greenhouses Inc. Maintain relationships with vendors and advisors, primarily from the Netherlands, to keep abreast of the latest horticultural developments, knowledge of the Dutch language is highly preferred. Create planting schedules and flowering programs using bulb physiology knowledge about Stadium G for Tulips. Understand the Dutch growing conditions and change programs from year to year. Optimize the growing process and achieve the highest quality possible by using specialized horticultural specialty bulb knowledge. Provide all crops with the best growing environment possible by controlling the greenhouse climate software based on extensive greenhouse climate physics knowledge. Create and execute a crop protection plan for all crops grown. Ensure that all products needed in the production process, such as fertilizers and chemicals are in stock as well as application and maintains all records. Maintain crop growth and crop protection records. Make sure all horticultural crops get harvested on time and processed correctly. Manage all labor involved in the planting, growing, harvesting, and processing of the crops. Leads all staff members involved in the growing and production processes, labor planning, and ensure that all crop handlings are done properly. Ensure all products ready to be sold are stored in the right way and keep track of inventory by variety. 
TULIPS/LILIES: Manage Tulip and Lillie Program for the next growing year. Create the planting and forcing schedule by using extensive knowledge on the growing of tulips. Understand that the forcing of flowers is different from year to year due to the Dutch growing conditions. Makes sure tulips are not forced too early, or too late. Negotiate pricing with vendors, maintain relations and ensure delivery dates are correct. Keep accurate records concerning the Tulip/Lilie Program from each year. Water and feed the flowers as required and respond to any watering and nutrition problems using growing experience and bulb forcing knowledge. Check the EC, PH, and ECA levels of the water. Make sure that the right nutrients and fertilizers are in stock. Check all temperatures of coolers and greenhouses daily. Determine if bulbs have the right rooting system before going in greenhouse.

Overtime/weekend work  may be required as necessary. Hours may vary based on weather and crop conditions.
",Yes,12,"1 year experience in cultivating tulips, hydroponically, cooling treatments temperature control to produce an optimum crop for the wholesale market. Knowledge and experience of crop handling is required.  ",50,7:00 A.M. - 5:00 P.M.
255,General Farm/harvest Worker ,Golden Ridge Farms,"Jackson, ID",$14.68 per hour,9/1/2022,11/15/2022,,H-2AJobs@snakeriverfarmers.org,https://idahoworks.gov/job_seeker ,Yes,10,"Worker will be required to perform a variety of duties related to the production of potatoes, sugar beets, corn, hay, wheat, and barley. The majority of the work activities during the overall contract period, however, will be related to general farm work/irrigation/crop production.
General Farm Work will include the following responsibilities: maintain, drive, attach, and operate farm implements/tractors/equipment to till soil, plant, cultivate, fertilize, and harvest crops; make minor mechanical adjustments and repairs on farm machinery; may mix and/or spray chemicals (according to appropriate restrictive use laws, when/if applicable); remove undesirable and excess growth from crops or farm grounds; remove rocks from field; paint/repair/maintain farm structures; replace/repair fencing; perform general cleanup of farm areas; drive, load/unload trucks; husk/shell/de-tassel corn; operate vehicle, motor bike, or all-terrain vehicle in the course of performing duties; transport crops to market. 
Irrigation duties will include the following:
Hand lines: connect pipes; check alignment of pipe and adjust for proper water distribution; attach lines to water supply; turn on pump; turn valves to start flow of water; disassemble lines and carry pipes across fields at specified intervals; move pipes through freshly irrigated crops and/or plowed fields where mud may be deep at times; lift and carry pipe sections weighing approximately 40 pounds on a sustained basis. 
Wheel lines: start gasoline engines and operate controls to move lines across fields at specified intervals. 
Pivots: operate, maintain and repair system.
Other Irrigation Duties: repair/maintain all irrigation related equipment; remove pipes/wheel lines from storage and lay out/place in predetermined patterns in fields; lubricate, adjust, repair, and replace parts such as sprinkler heads and drive chains using hand tools; observe revolving sprinklers and adjust to ensure proper operation and uniform distribution of water; disassemble, service, and store pipes/mainlines/wheel lines after irrigation season. 
Duties related to the Cutting/Sorting of Seed Potatoes will include the following:
Will apply techniques as instructed by the employer to: place potatoes on machine that cuts potatoes into sections; tend/monitor machine to insure proper movement of product; general cleanup.
Duties related to the Harvesting of Potatoes will include the following:
Will apply techniques as instructed by the employer to: remove rocks from rows in front of harvesting equipment; alert equipment operator of equipment clogging/malfunctions; aid operator in correct machine performance; set cellar pipes in storage for harvest and remove once storage is empty; clean cellar pipe. 
",No,," Applicants must have 20 days experience with farm/irrigation work.  Applicants hired must be able to obtain a valid drivers license as driving on public roads may be required. To meet minimum acceptable performance standards when irrigating, the worker must, after a 10 day conditioning period, move an average of at least 48 40-foot sections of 3-inch pipe or 44 40-foot sections of 4-inch pipe per hour under normal working conditions.  ",48,8:00 A.M. - 5:00 P.M.
256,"Field Workers (dates, Olives & Citrus),agricultural Equip...","Foothill Packing, Inc.","Yuma, AZ",$14.79 per hour,9/1/2022,12/16/2022,+18317841453,lsaldana@foothillpacking.com,,Yes,107,"Tree Work – All tree (Date Palms/Olive Trees, and Citrus Trees) work requires either working from the ground while standing or walking on uneven ground, or working from a basket/platform that is raised by a forklift or reach lift that will be raised off the ground that could be as high as 55 feet off the ground.  Employees will be pruning and hoeing citrus, date and olive trees, using both hand pruning shears, pruning loppers and long handled hoes.

Specific to Date Palms - De-thorn job is done by removing thorns from palms with curved knife while standing on the ground or in a raised platform, by moving the knife along the edges of the frond removing the thorns. Pollinating is done by removing the husk of the flower and tying a string around the strands at the middle of the flower, and possibly removing a portion of the flower, if necessary applying date pollen by hand with a small rubber pollinating tool.  Cutting Centers/ Strands/ Thinning is done by removing the center of the bunches with a hand pruner, and selectively removing dates or cutting strands to length. Tying for direction is done by choosing the natural direction of the bunch/fruit arm and bending it without breaking, and then tying it to support the weight of the fruit arm. The employee will insert metal rings carefully between the strands of the fruit bunch and then applying a fruit bag over the bunch while securing the bag to the bunch. Closing of the bag is done prior to harvest using twine or Velcro on the bag. All jobs are done under the direction of the foreman and supervisor to ensure quality of work.

Harvest- All (Date Palms/Olive Tree) harvest requires either working from the ground while standing or walking on uneven ground, or working from a basket/platform that is raised by a forklift or reach lift that will be raised off the ground that could be as high as 55 feet off the ground. Harvest is done by identifying fruit by color, and texture and picking accordingly and placing fruit into trays that are then moved to the field trailers or pallets. Removing is done by using a knife and cutting the twine and taking off bag. Bags are then counted/folded and put on pallets for storage. Fruit arms are then cut off using a knife. All jobs are done under the direction of the foreman and supervisor to ensure quality of work. 
 
Groundwork – Planting Date Palms, Olive Trees, & Citrus Trees is done by digging a hole with a shovel and placing Date Palms, Olive Trees, & Citrus that could weigh up to 50 lbs. from a potted container into the hole and replacing soil. Specific to Date Palms-Cutting Shoots is done by removing shoots on side of palm trees by placing chisel between shoot and tree and hammering the chisel to remove the shoot. Shoots are also removed from the side of the trees by placing a metal bar and prying the shoot off the tree. Cleaning Date Palms, Olive Trees, & Citrus-Weeding – While working on uneven ground, either dig with a shovel, or use a crowbar with a hammer, to remove shoots from base of Date Palms, Olive Trees, & Citrus. Weeding is done with a long-handled hoe, or by hand if necessary. All jobs are done under the direction of the foreman and supervisor to ensure quality of the work.

Irrigation – qualified workers to assist in checking/repairing drip lines, ensuring that every (Date Palms, Olive Trees, & Citrus Trees) has water, pulling occasional weeds, checking pumps, filling out checklist. All jobs are done under the direction of the foreman and supervisor to ensure quality of the work.",Yes,1,Please See Addendum C.,35,6:00 A.M. - 12:30 P.M.
257,"Farmworkers and Laborers, Crop",Woodstock Orchards LLC,"Woodstock, CT",$15.66 per hour,9/1/2022,11/10/2022,+18609282225,agfarm813@gmail.com,,Yes,4,"May perform any combination of tasks related to the planting, cultivating and harvesting of apples, tree fruit and vegetable. Worker will be required to lift approximately 50 lbs while using a picking bucket ascending and descending a ladder on a sustained basis. Work is performed outdoors, sometimes under extreme conditions of heat, cold, and rain. One month experience for all jobs listed.",Yes,1,"Exposure to extreme temp, lifting 50 lbs, repetitive movements, extensive pushing and pulling, extensive walking, frequent stooping.",44,7:00 A.M. - 3:00 P.M.
258,"Farmworkers and Laborers, Crop, Nursery and Greenhouse",MarKit County Grain,"Argyle, MN",$15.37 per hour,9/1/2022,5/31/2023,+12184376424,,https://www.minnesotaworks.net/,Yes,2,"Function loaders, augers, and conveyers for unloading grain trucks into storage facilities at harvest; manually dump grain from grain trucks and semis with hopper bottom trailers during harvest; grade grain and coordinate truck movement; performing preventative maintenance and repairs, cleaning worksite and equipment; driving vehicle to obtain parts and supplies; daily repairs and maintenance to equipment and machinery.",Yes,3,See ADD C,40,9:00 A.M. - 5:00 P.M.
259,Farmworker: Diversified  ,"Martinez Labor Management, LLC","Moore Haven, FL",$12.41 per hour,9/1/2022,1/1/2023,+15619852100,,https://seasonaljobs.dol.gov/,Yes,65,"Workers will perform various duties associated with planting, cultivating, and harvesting Sugarcane.

Workers will perform assigned duties as instructed by their supervisor. Duties may vary from time to time. Workers will be trained in the proper field and shed sanitation. Workers must follow field and shed sanitation requirements at all times. Not following these requirements are cause for Discipline and/or Termination.

Worker must possess the physical strength and endurance (ability to continue or last) to repeat the harvest process though out the workday, working quickly and skillfully to perform activities assigned during that activity. Allergies to varieties of ragweed, goldenrod, insecticides, related agricultural chemicals, etc., may affect worker’s ability to perform the work described herein. 

Planting and Cutting sugar cane, continuous two-stalk plant, chopped into 32-36” lengths. Walks, stoops, crawls, or sits between plant rows to reach harvestable crop; Pulls, twists, or cuts fibers, leaves, stalks, straw, or vines, selected according to color, size, and shape, from bolls, roots, stalks, or trellises; by hand or using knife, machete, or sickle; Collects crop into containers, such as bags, boxes, and bundles, or piles and stacks crop in windrows; Picks up and carries bundles, bales, containers, or stacks of harvested crop to collection point, and loads crop onto truck or wagon, by hand or using hoist or hooks; May tie leaves, stalks, straws, or vines into bundles, using twine, clamps, or rubber bands; May shake dirt from vines and stack vines or straw around stakes or stalks, by hand or using pitchfork, to protect crop from weathering on damp soil; May gather up and load scattered leaves, vines, or pods on truck; May burn debris, leaves, and stalks. Job is outdoors and continues in all types of weather. Workers will walk along rows specified by the employer. Workers will be standing, crouching, bending, and reaching for an extended period. During field operations workers may be required to drive a tractor pulling a wagon through the field or between fields incidental to the job being performed. Workers will be instructed in the safety and operation of the tractor before driving. The work is outdoors and will continue in all kinds of weather. Workers may be requested to submit to random drug or alcohol tests at no cost to the worker.  Failure to comply with the request or testing positive may result in immediate termination. All drug testing and background checks will occur during the interview process and will be conducted at the sole cost and discretion of the employer. Must be able to lift 70lbs. to shoulder height repetitively throughout the workday and able to lift and carry 70lbs. in field.  Use of personal cell phone or other personal electronic device during working hours strictly prohibited except for work-related calls or emergencies and violation may result in immediate termination. 
Workers must be able to lift 70 lbs. to shoulder height repetitively throughout the workday and able to lift and carry 70 lbs. in field.  Workers must work at a sustained (continuing for an extended period of time without interruption), vigorous pace (quick and steady) and make bona fide efforts (made in earnest intent) to work efficiently (performing or functions in the best possible manner with the least water of time and effort), and consistently (same way for a long time) that are reasonable under the climatic and other working conditions to ensure they meet the employers established production and quality standard. New planters and choppers will have a 3-day probation period in which afterwards they will be expected to plant a minimum of 1 row, ½ mile long per hour. Any worker not meeting this standard after the probation period is subject to discharge. 
",Yes,3,Must be physically able to meet and perform all job specifications stated in job order. Must be able to work in the hot humid weather for extended periods of time. Workers are subject to random drug testing at no cost to the employee. All drug testing will occur after the worker begins his or her employment and is not a part of the interview process. Failing or refusing a drug test will result in immediate termination.,36,7:00 A.M. - 2:00 P.M.
260,Agricultural Worker,Bushart Farms,"Marion, NY",$15.66 per hour,9/1/2022,11/15/2022,+13155731436,dulce@usgrown.com,,Yes,16,"planting trees, orchard maintenance, repairing and building bins, climb ladders, hand thinning, harvest apples, summer pruning, planting, weeding, tying, thinning and harvesting lettuce, peppers, onions and apples, driver tractor using UTV & farm equipment  All workers are to be treated with respect and dignity; they are a critical part of this farm. The workers are also expected to treat the farm's facilities as if they are their own. The farm's housing should be kept clean. When the workers leave, the facilities should be returned to the condition in which they were upon arrival. Alcohol and drug abuse will not be tolerated. Workers must adhere to the food safety standards outlined in the Good Agricultural Practices (GAP) manual. During the harvest season, workers will be given a mandatory day of rest, and on the remaining days of the week, the will be expected to work weather permitting. ",Yes,3,3 months verifiable experience ,48,7:00 A.M. - 4:00 P.M.
261,Agricultural Equipment Operator,"Quality Ag Services, LLC","Palm Beach, FL",$12.41 per hour,9/1/2022,1/1/2023,,referrals@maslabor.com,www.employflorida.com,Yes,52,"Crops/Commodities: 
sugar cane. 
Plant and harvest sugarcane. Prepare fields for planting. Hand plant sugarcane in rows at designated intervals. Drain excess water from fields. Chop/segment sugarcane stalks with machetes or other tools as directed by employer. Operate and control sugarcane combine, and/or follow harvester on foot through field and pick up dropped sugarcane. Load and unload harvested sugarcane. Transport harvested sugar cane on farm. Before moving their assigned tractor on the farm, the operator will complete a pre-trip inspection of the tractor, including adding engine fluid, changing the oil, checking brakes and tires, and cleaning filters. Once the raw sugarcane crop is cut, meaning the sugarcane stalks are severed from their roots by a self-powered mechanical harvesting machine, the sugarcane is mechanically deposited into the field cart that is moved by the tractor to a location within the growing field for loading. The operator is not hauling the harvested sugarcane of the farm. They are moving it by tractor to a location for loading. At the end of the shift, the tractor driver will make sure that the tractor is clean and ready for the next worker.

Install/maintain irrigation systems and water lines. Move and install irrigation pipes and equipment. Dig and maintain ditches.  Install and remove levee gates.

Apply pesticides, herbicides, fungicides, and other crop protectants. Apply fertilizers, plant growth chemicals, conditioners, and other plant related treatments at the correct times depending on plant type, growth, climate and crop conditions.

Workers must operate all equipment properly and in a manner that protects operator, others, the employer's products and property.  Failure to comply with safety requirements and operating instructions may result in disciplinary action up to and including immediate termination.

Mow, cut, and weed fields. Perform ditching, shoveling, hoeing, hauling, ground preparation, and other manual tasks.  Bending, stooping and kneeling required. Use hand tools including but not limited to hoes, shovels, shears, clippers, loppers, and saws. Lift, carry, and load/unload products or supplies. Assist with farm building/field maintenance and repairs. Build/repair fences.

Must wear assigned personal protective equipment when required. Must report for work daily wearing work clothing and boots or other durable foot wear. Workers wearing clothing inappropriate for work will not be permitted to start work.

Outdoor work required when plants are wet, or during light rain, snow, moderate winds, direct sun, high humidity and extreme temperatures.  Temperatures in fields during working hours may vary. Workers may be required to work during occasional showers not severe enough to stop field operations. Allergies to ragweed, goldenrod, honey bees, insecticides, herbicides, fungicides, or related chemicals may affect a worker's ability to perform the job. Work is done outdoors for long periods of time and requires prolonged periods of standing and/or walking, repetitive movements, and frequent bending and/or stooping. Workers must be able to handle, lift, and carry heavy or bulky objects (product, containers) in accordance with the specified lifting requirements.  

Employer requires all newly-hired employees to take and pass an employer-paid drug test before starting work. Drug test not required for prospective applicants prior to hiring decision. All testing is conducted uniformly after an initial job offer has been extended and accepted by the new hire.  Workers testing positive will be immediately terminated and paid for all hours worked between the first date of employment and the date of termination, if any. In the case of a non-local or foreign worker who is terminated for failure to pass a drug test, the employer will arrange least-cost transportation to the worker's place of recruitment, at the worker's expense.",No,,"Jobs offered are working on sugar cane farms, handling manual/machine tasks associated with production and harvest activities. Workers must be able to perform all work activities with accuracy and efficiency. Saturday work required. Must be able to lift/carry 60 lbs. Employer-paid pre-employment and post-hire drug testing and alcohol required.",51,7:00 A.M. - 4:00 P.M.
262,Agricultural Equipment Operator,Byers Farms ,"Carthage, IL",$15.89 per hour,9/1/2022,7/1/2023,+13093330927,,seasonaljobs.dol.gov,Yes,4,"Assist with daily farm functions including but not limited to the following: operate various equipment (combines, tractors, trucks, etc.) for planting, spraying, cultivating, fertilizing and harvesting of crops.  Maintain/repair machinery. Sorting and handling seed corn and soybeans. Grain handling, hauling farm commodities.  Farm construction projects including installing drainage tile and dirt work. Maintain farm grounds/mow.  Other miscellaneous duties assigned. Crops: corn and soybeans

1 hour lunch break offered",Yes,3,"Valid driver's license, ability to obtain CDL within 30 days, clean MVR, employment reference ",40,7:30 A.M. - 4:30 P.M.
263,Crew Leader,Little Pond Farm,"Bushnell, FL",$13.16 per hour,9/1/2022,6/19/2023,+18134510493,info@littlepondfl.com,,Yes,1,"The crew leader leads the team of workers and works alongside them in the field, providing instruction and training in the work. Crew leader is responsible for making sure goals and work standards are met and that work and housing rules are being followed. The crew leader lives in the same house with other workers and is responsible for transportation back and forth to work. The crew leader reports to the farm owners and meets frequently with them to go over goals, plans, etc.

(Continued on Addendum C)",Yes,12,"Workers must adhere to all safety rules as instructed by the supervisor and abide by the employer's work and housing rules at all times. Employer is a drug-free workplace.  Background check will be conducted post-hire at employer's expense to determine if criminal conviction record or status as a registered sex offender exists, that the employer reasonably believes, consistent with current law, will impair the safety and living conditions of other workers or the employer's family (who lives onsite).",44,6:45 A.M. - 4:15 P.M.
264,"Farmworkers and Laborers, Crop","Gargiulo, Inc.","Naples, FL",$12.41 per hour,9/1/2022,3/31/2023,+12395928242,payrolldept@GargiuloFarms.com,,Yes,110,"The job activities focus on tomato production from summer through spring.
Performance Standards:  Must be able to meet Production Standards.  Four weeks of not meeting the required production standards, an employee maybe terminated or ineligible to return to work for Gargiulo, Inc..  Must be available to work every day during the season and Sunday and Federal holidays when needed on a voluntarily basis.  

Responsibilities:  Arrive at bus sites on time as instructed.  Bring company I.D. to scan in and out.  Must follow work instructions and proper safety procedures.  Understand and adhere to all company safety rules, policies and safety practices.  Perform all job activities as assigned by the farm manager / staff.  

Physical Requirements:  Tolerate hot and cool temperatures for 6 to 8 hours a day.  Comply with requirements for Personal Protective Equipment (PPE) and clothing.  Workers must wear pants, shirts with long sleeves, shoes or boots (no sandals) and no jewelry (except for wedding band or medical bracelet).  Work in outdoor environment; able to tolerate pests, weeds, grasses and allergens.  Must be able to stand, walk, stoop, bend, kneel, stretch, crouch and squat for extended periods of time.

Requisitos físicos: tolerar temperaturas cálidas y frías durante 6 a 8 horas al día. Cumplir con los requisitos de Equipo de Protección Personal (EPP) y vestimenta. Los trabajadores deben usar pantalones, camisas de manga larga, zapatos o botas (sin sandalias) y sin joyas (excepto el anillo de matrimonio o el brazalete médico). Trabajar en ambiente al aire libre; capaz de tolerar plagas, malas hierbas, maleza y alérgenos. Debe poder pararse, caminar, agacharse, doblarse, arrodillarse, estirarse, inclinarse y ponerse en cuclillas durante largos períodos de tiempo.
",Yes,3,See Addendum C,45,8:00 A.M. - 4:30 P.M.
265,Farmworkers and Laborers,"Langston Farm, LLC (Petition #4)","Big Creek, MS",$12.45 per hour,9/1/2022,11/1/2022,+16625428430,langstonfarm@yahoo.com,mdes.ms.gov,Yes,82,"Workers will perform assigned duties as instructed by their supervisor. Duties may vary from time to time. Clearing ground of rocks, sticks, and roots by hand and clear brush and trees with chain saw. General field and fence maintenance: Manually weeding fields by hand or using hand tools. Drain water from fields with hand tools and shovels when needed. Packhouse: Work in packing house to wash and pack sweet potatoes. Harvesting Sweet Potatoes: Harvest sweet potatoes by hand with use of buckets. Must be able to sort, grade, and pack sweet potatoes by size, quality, and type. May also harvest peas. May transport workers to fields and grocery. May be asked to drive bucket trucks, dump buckets on bucket trucks, or drive skid steer to load/unload potato crates on trucks. Raises and bonuses may be offered to any seasonal worker, at the employer’s discretion, based on individual factors including but not limited to, performance, experience, number of hours worked in the season, number of seasons worked with the company, adherence to work rules & ability to follow supervisor instructions. ",Yes,3,"Must be 18 years old or older. H2A workers will not be allowed or asked to drive or operate tractors. 3 months experience needed in sorting and grading sweet potatoes. Valid drivers license is required if worker is driving work vehicles. Employer may conduct a criminal background check on all new applicants at the employers expense. Cell phones can only be used during breaks, emergencies, and to communicate with the supervisors when needed. Lifting requirements of 5-60 lbs. Must be able to work with minimum supervision. The ability of an employee to safely operate machinery will be left to the discretion of management. To ensure the safety of all employees, those interested in operating machinery must be able to communicate with and adequately follow instructions given by management. ",35,7:00 A.M. - 1:00 P.M.
